Motor_Front,Motor_Rear,type_batt,vmax,tm,grade,mile,rank
Motor_Pe_50,Motor_Pe_70,BATT_31,154,6.45106173730289,0.424474816209605,259.068361111111,1
Motor_Pe_60,Motor_Pe_70,BATT_31,154,5.91465093369105,0.487732588565861,259.068361111111,2
Motor_Pe_50,Motor_Pe_80,BATT_31,133,5.99563515548253,0.445228685308536,259.068361111111,3
Motor_Pe_60,Motor_Pe_80,BATT_31,133,5.52509822650575,0.509525449494429,259.068361111111,4
