type_Motor,type_Batt,type_FCS,vmax,tm,grade,mile,rank
Motor_PE_FCS_3,BATT_FCS_power_2,BATT_FCS_H_1,122,7.84681891101892,0.115866493758179,168.854972222222,1
Motor_PE_FCS_3,BATT_FCS_power_2,BATT_FCS_H_3,122,7.84681891101892,0.115866493758179,168.854972222222,2
Motor_PE_FCS_1,BATT_FCS_power_2,BATT_FCS_H_1,127,4.58907142451315,0.249064029911153,168.854972222222,3
Motor_PE_FCS_1,BATT_FCS_power_2,BATT_FCS_H_3,127,4.58907142451315,0.249064029911153,168.854972222222,4
Motor_PE_FCS_3,BATT_FCS_power_1,BATT_FCS_H_1,122,7.84681891101892,0.115866493758179,54.4939444444445,5
Motor_PE_FCS_3,BATT_FCS_power_1,BATT_FCS_H_3,122,7.84681891101892,0.115866493758179,54.4939444444445,6
Motor_PE_FCS_1,BATT_FCS_power_1,BATT_FCS_H_1,127,4.58907142451315,0.249064029911153,54.4939444444445,7
Motor_PE_FCS_1,BATT_FCS_power_1,BATT_FCS_H_3,127,4.58907142451315,0.249064029911153,54.4939444444445,8
